"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"146",-0.00622167720585617,-0.0519033199086159,0.00873802823784909,-0.0244190676444792,0.0529139532867124,0.0306071314908458,-0.0525894296241685,0.00374471482560167,0.0150254836631483,-0.00594826870733153,0.00796138192360023,-0.0465182883457545,0.00151466585262575,-0.0173916085435225,-0.0166804247069261,-0.0113235072209978,-0.0459492475086685,0.0512276823870953,0.0437520465479022,0.0367491493585234,-0.0519575994545566,0.000401348619584166,0.0475993933589979,-0.0106182431881233,-0.0819742033917964,0.056294995218801,-0.0374727605162676,-0.0126089268317414,-0.0608914296290246,-0.00776674151674031,-0.00728443758163232,0.061211688178612,0.008584732410814
"147",-0.00146869957474458,-0.058800265312184,0.00856028291352311,-0.0292702515438472,0.0533679145962557,0.028830389388864,-0.0598411335222894,0.00256854942911804,0.0111039397272226,-0.0145749738799356,0.00472816197158448,-0.0434849430988827,-0.000508245071761317,-0.0129111933933049,-0.0137746025563035,-0.0184799128009036,-0.0393162554371836,0.052226271028152,0.0398688223089585,0.0266521897319926,-0.044637101386953,0.00179365155407519,0.0428656049104986,-0.00616444840594441,-0.07906038564041,0.0567997169865874,-0.0357383161071199,-0.0121165147483247,-0.0516456281581596,-0.00920043810825634,-0.00387986607056492,0.0621888917295011,0.0199508722068611
"148",-0.00123411984436341,-0.0595985696521305,0.00854773223166393,-0.0287806584212014,0.0537183044240399,0.0287704395236215,-0.0606748173353447,0.00322556985100761,0.0102609688209872,-0.0169530831719686,0.00462454668471605,-0.0424668349035907,-0.00114642464024598,-0.011670314755663,-0.0122693766775941,-0.0194339588938074,-0.0384444761200964,0.0530349140154284,0.0392226838368467,0.0252835665390559,-0.0441060936672367,0.00239982173875245,0.0414464053022788,-0.00539194858168565,-0.079223735031223,0.0574698372228494,-0.0358888341425455,-0.0108698535607379,-0.0503047938224647,-0.0106724765957615,-0.00287692811162797,0.0625171049830665,0.0232265911160313
"149",-0.00213831553067735,-0.0564354282237117,0.00906043358849339,-0.0277438340145106,0.054280123101802,0.0301884324472,-0.0578880031238495,0.00334447863444177,0.0118453003113451,-0.0123823800030374,0.0066425247309905,-0.0447947409875287,-0.0012143070797025,-0.0138512316426453,-0.0142043345140547,-0.0166465683804632,-0.04285538061479,0.0529870216682997,0.0411481124010059,0.0299163767546711,-0.046769697381713,0.00142962088262881,0.0438467777984894,-0.00690280930290157,-0.0804557585249332,0.0572246280245116,-0.0369058213387229,-0.0119811780287965,-0.054171565895933,-0.00940636532704849,-0.00437897045342482,0.0621154014988996,0.0159153455141392
"150",-0.00378259463260691,-0.054483804254323,0.00886480877059171,-0.0259082205425344,0.053933045198466,0.0303835820302686,-0.0557438137500864,0.00392174997483255,0.0129724947234265,-0.00986999095641104,0.00702423793572126,-0.045658698908762,-0.000550459661770191,-0.0153088560651412,-0.0150540939794539,-0.0146836399329505,-0.0442644646083556,0.0526387352710079,0.0421543881147402,0.0327743667101692,-0.0491145834230877,0.00114519957832408,0.0450890019967535,-0.00816235049453064,-0.0814221721255996,0.0572679464444715,-0.0373853545059193,-0.0123134327257601,-0.0570473243400349,-0.00914484809827948,-0.00524113282348226,0.0619839522827537,0.0131287076878679
"151",-0.00485265044040888,-0.0532705181925946,0.00869480114865942,-0.0249798080082057,0.0533742531362842,0.0307707749811008,-0.054076224191012,0.00398424680324342,0.0141242266916715,-0.00830682356851017,0.00742187575106249,-0.0459441439793466,0.000260900561785444,-0.0162821040590392,-0.0158586312727721,-0.0132041396024007,-0.0450567110382301,0.0521616993673217,0.0431431115524514,0.0343339452149092,-0.0504634599348803,0.000986567245423807,0.0461580448989016,-0.00949828430649844,-0.0815367859363408,0.0568630931152902,-0.0373739150207177,-0.0121307159612503,-0.0589100708289123,-0.0085798846177964,-0.00599918271680502,0.0614931466174912,0.010918320192245
"152",-0.00617499112504101,-0.0518906886833514,0.00854930407042633,-0.0240241279517922,0.0525340928693387,0.0311459276201532,-0.0521192918870228,0.00395428343580005,0.0155843454293148,-0.00635453332527948,0.00786520419189795,-0.0460993635285185,0.00152079880559049,-0.017528314248382,-0.0169983170157512,-0.0114351833121609,-0.0458241494763926,0.0513786978000835,0.0443141670992823,0.0362069121749511,-0.0519641165515267,0.000636743289593436,0.0475165391292164,-0.0111926727134399,-0.0815246020128424,0.0561506703213269,-0.0373056490627456,-0.0119790036793879,-0.0610904076175861,-0.00766258242982835,-0.00701937347760754,0.060882329776268,0.00820240907923098
"153",-0.00650236674750915,-0.0516622857156577,0.00853004306955489,-0.0238077501809134,0.0523589632427576,0.0310718315051312,-0.0517639204695817,0.00393341339746729,0.0158499900808586,-0.00586380495207776,0.00784242199429735,-0.0461585546143957,0.00184614323969807,-0.0177767963106725,-0.0172548199951446,-0.0110307652662016,-0.0458683368341896,0.0511357034861237,0.0444850155205431,0.0367605939581774,-0.0523345751854692,0.00061282296810024,0.0477785352854394,-0.0114759808702313,-0.0816217259661987,0.0559861801102184,-0.0373010979703248,-0.0121162458497821,-0.061579008208231,-0.00748751450616742,-0.007303866331421,0.0607784863900423,0.00774626387086155
"154",-0.00662659705148654,-0.0515954572406846,0.00851497205333586,-0.0236984227325353,0.0522619856000198,0.0310821756418585,-0.0515914556552882,0.00395829811937607,0.0159937317405321,-0.00573416793962769,0.00782028199222755,-0.0461247464433934,0.00196219822508055,-0.0178784353680549,-0.0173798401477461,-0.0109172376965682,-0.0458706400921232,0.0510485522780632,0.0445734384268333,0.0368874899807571,-0.0524607694556268,0.000617349725070426,0.0478693786355548,-0.0116405015066089,-0.0816162189499145,0.0559188267268517,-0.0372970590508169,-0.0121175975332169,-0.0617777213234582,-0.0073991804939292,-0.00740288673165352,0.0607346549119982,0.00757411120883197
"155",-0.00699594410643209,-0.0513636827085269,0.00838524869834984,-0.0232810520372391,0.0518585589052334,0.0311780137819708,-0.0509485974523379,0.00396909715559466,0.0164876582073444,-0.00542038878945247,0.00784067042521575,-0.0459474705384605,0.00237671496721711,-0.0182018117764021,-0.0176737026085027,-0.0104677112442326,-0.0458635546123708,0.0508708235094726,0.0449259409390523,0.0371057299418471,-0.0528235465703504,0.000614354025780258,0.048171572039813,-0.0122243507815283,-0.081434616760625,0.0556656477408161,-0.0371864267231751,-0.0118497287746891,-0.0623404869929817,-0.0071568092267219,-0.00760000403645219,0.0605009509549215,0.00702033446122729
"156",-0.00723067351824846,-0.051250441450505,0.00830091457639651,-0.0229853259410013,0.0516032145986368,0.0312004243875068,-0.0505367382052175,0.00397362216117727,0.0167855832359265,-0.00520971891379126,0.00785107784355463,-0.0458311370812416,0.00264765743852843,-0.0184074283877164,-0.0178555484468418,-0.010160602568108,-0.0458366447803501,0.0507625533115998,0.0451302499037034,0.0372732673511094,-0.0530743301907833,0.000652943298359078,0.0483569355299258,-0.0125754081885939,-0.081333845276645,0.0555003360088068,-0.0371177021384731,-0.0116955278673211,-0.0627114478335025,-0.00702451890650647,-0.00773458464102842,0.0603483247064162,0.00669716597992902
"157",-0.00709770107520962,-0.0513737964384419,0.00835011575391782,-0.0230813763280612,0.0517299943224424,0.0311757034928556,-0.0507135163715968,0.00401736199491198,0.0166321400856279,-0.00534472830978636,0.00784017931356067,-0.0458577057486247,0.00248658614703871,-0.0183207067307927,-0.0177965130495211,-0.0103413353930675,-0.0458395960793594,0.0508338177489255,0.0450080751908111,0.0371751530243303,-0.0529686538534666,0.0007131360927558,0.0482503078274721,-0.012407471102162,-0.0813977585035691,0.055590907538767,-0.0371830619477262,-0.0117895914191527,-0.0625758582747111,-0.00709727539572656,-0.00769286537398116,0.0604363554095464,0.00688996645234832
"158",-0.00728204834000627,-0.051273618622855,0.00828507198392085,-0.0228433802827725,0.0515140788266533,0.0312288968509106,-0.0503563911171639,0.00404412749247784,0.0168861297898887,-0.00520401303312424,0.00786235407561456,-0.0457440417102356,0.00268500499559231,-0.0185001637838533,-0.0179525376024206,-0.0101227669183989,-0.0458354306654817,0.0507568123390556,0.0451811613466937,0.0372553949495402,-0.0531571776755887,0.000736548391322788,0.0484047294694018,-0.0127210566858863,-0.081292775817119,0.0554655288865958,-0.0371331130457846,-0.0116387047891668,-0.0628838158531618,-0.0069719327012441,-0.00779826499804068,0.0603192079590621,0.00661077106873423
"159",-0.00692772646581376,-0.0515154668458239,0.00841879243993491,-0.0231774667477964,0.0518612818230533,0.0311963009937417,-0.0508810316517587,0.00411899681484579,0.0164669365685378,-0.0055629492169034,0.00783517700773315,-0.0458487398626061,0.00225524657397215,-0.0182448737031317,-0.0177445973301119,-0.0106101789253063,-0.0458543763494149,0.0509415705243349,0.0448713116103384,0.0369786176760167,-0.0528282690255944,0.000795625484694113,0.0481241947244561,-0.0122580826883572,-0.0814479035148648,0.0557006912790896,-0.0372730166926483,-0.0118706871198873,-0.0624406614541876,-0.00716100454879703,-0.00764440885746759,0.0605468183681962,0.00709929145447924
"160",0.00399584885439181,-0.0643402744894815,0.00858305707186383,-0.0346026494792314,0.054743411435666,0.0266936163978561,-0.067396839673231,0.00182168527235762,0.00653337242707899,-0.0203127789732858,0.00192813213125683,-0.0428019360787081,-0.00461258953879078,-0.0096040993691714,-0.0120289365761248,-0.0255703046509095,-0.0346326979663877,0.0530885673066708,0.0360043672790302,0.0190765722326915,-0.0381652691886282,0.00318225647351924,0.0382497580458346,-0.000418459203454161,-0.0777020868492079,0.0580154064754725,-0.0350189597189585,-0.0151839695477188,-0.0437700244866741,-0.0106847992526247,-0.00102501077221418,0.0632311304391857,0.028818805183
"161",0.00129329635993246,-0.0626750700178464,0.00885011596792043,-0.0315946458976648,0.0542695333621906,0.0282526723683116,-0.0643786702131663,0.0031739401222395,0.00835795457034135,-0.0213556818265693,0.00290691928046638,-0.0411202423221738,-0.00267808827671701,-0.00941746191787255,-0.0110436882652172,-0.0237928550963294,-0.0353575030404133,0.0531850029384698,0.0371055374761055,0.0205505220268771,-0.04004956376429,0.00319843385021636,0.0387040767975486,-0.00290761360551543,-0.0780562760903356,0.0576636809360372,-0.0352417541241257,-0.0114967239902585,-0.0457067579132172,-0.0112189033177133,-0.00143984697371519,0.0632595052579366,0.0282600406801219
"162",0.00146550778366919,-0.0623997897593548,0.00835128066362178,-0.0309156061502439,0.0535699790382664,0.0288646490550933,-0.062720871717597,0.00262289704540914,0.00984505449221935,-0.0200303226210169,0.00315971885238999,-0.0411075912501747,-0.00247739114685739,-0.0104196950608385,-0.0126672721074195,-0.0225556858888052,-0.0363427198428816,0.0533283503721097,0.038563667352643,0.0210883705749286,-0.0411416515426208,0.00292540431130623,0.0396880676310239,-0.00453167195556384,-0.0775051971468211,0.0568660383388845,-0.035195411286018,-0.0111686370941364,-0.0473468230865806,-0.0101700843317045,-0.00184021859667129,0.0622331680532813,0.0251342774908544
"163",-0.000607510357295868,-0.0578511057495154,0.00930807557015741,-0.0285561682241082,0.0551575751355608,0.0301378556878522,-0.0597922080129509,0.00384754104830928,0.0107281190817956,-0.0144152377722049,0.00591204189597852,-0.0445199114174839,-0.00284774433777468,-0.0127304518088603,-0.0137108448614826,-0.0189549671567165,-0.0420756648406973,0.0536445882305274,0.040269414661116,0.028362657602575,-0.045393209626457,0.00216725067146791,0.0421778789291105,-0.00528663923805468,-0.0807431538587754,0.0577400866403745,-0.0371386825571362,-0.0126816532579129,-0.0523754869988643,-0.0102823302861043,-0.00346696001352438,0.0625921157930187,0.018136196614275
"164",-0.00364723142716326,-0.0539319332609574,0.00912489786622089,-0.0257577069150614,0.0541578257462955,0.0312770252627327,-0.0552566545413965,0.0044394029220488,0.0135482108495571,-0.00941380799476064,0.00736314547456569,-0.0459472196533867,-0.00104901173546229,-0.0157520642843059,-0.0159203537743703,-0.0148658044395074,-0.045213287909761,0.0526894379030566,0.0428953384135461,0.0335361143378084,-0.0495157800375491,0.00133566788078709,0.0452523425310655,-0.00857951475009908,-0.0817594516964949,0.0571486942274477,-0.0376831793567448,-0.0127209450278968,-0.0579171777805804,-0.00885754898948225,-0.00545977916655958,0.0617768599105321,0.0113610929483827
"165",-0.00509615134458523,-0.0526801255770276,0.00881255306053854,-0.0244901303325729,0.0532061333294692,0.0314322252383904,-0.0532428217732302,0.00448136813968141,0.0149505553378101,-0.0076231554148175,0.00747389236753802,-0.0460635866412153,0.000216280923155913,-0.0169258474709341,-0.0168768616902301,-0.0130691113649728,-0.0456055935847215,0.0519647412173359,0.043974826665115,0.0352941592237706,-0.0511471475747741,0.00117996585855322,0.0464421888671757,-0.0102278403066125,-0.081804829124975,0.0565626216904136,-0.0375396804749959,-0.0125149092950493,-0.0601149723114075,-0.00814963377380203,-0.00637439001303122,0.0611839581524019,0.00915578372119107
"166",-0.00579433307958705,-0.0522079307287802,0.0086196090497412,-0.0238285461297185,0.0526324288868339,0.0314827898709777,-0.0522340013650366,0.00447207722634724,0.0157026173772959,-0.00688441147318439,0.00745248789422628,-0.0459646411487997,0.000908665597687483,-0.0174545013273713,-0.017353139893288,-0.0122186827630462,-0.0456262417050343,0.0515846589216677,0.0445042024354098,0.035969314393684,-0.0518781353933192,0.00116526458262989,0.0469752533589177,-0.0110971093308764,-0.081697485346514,0.0561981428000148,-0.0373913862051291,-0.0122963961569763,-0.0611258425168351,-0.00779051797185687,-0.00679632970916921,0.0608388292578911,0.00822219108278897
"167",-0.00629619275648206,-0.0519046921912588,0.00845309475058053,-0.0232889235157264,0.0521398553933974,0.0315530187714128,-0.0514261520910167,0.00446316215235875,0.016310704778684,-0.00641034757821837,0.00745754131798583,-0.0457983455506795,0.00145404513122532,-0.0178560094824208,-0.0177146022149274,-0.0115907334136399,-0.045608803056398,0.0513301322829909,0.0449327619922413,0.0363531394546191,-0.0523904978087931,0.0011795575278348,0.0473674565017036,-0.0118042423377257,-0.0815205605439529,0.0558861975119408,-0.0372456930102144,-0.0120148767476831,-0.0618650303258692,-0.0075122276202191,-0.00707502690725192,0.060543264713326,0.00753208692168413
"168",-0.00670025349929581,-0.0516790076928942,0.00830820054824404,-0.0228171498898469,0.0517138905185597,0.0316112403337149,-0.0507344777428521,0.004460401310222,0.0168221603832543,-0.00604031842368414,0.00747611193621415,-0.0456256839608138,0.00191207464971745,-0.0181933701920257,-0.0180129085900922,-0.0110672331583287,-0.0455826588703327,0.0511339780320701,0.0452904645782415,0.0366396602820283,-0.0528078140267919,0.00121131265517104,0.0476877846747955,-0.0123992780295309,-0.0813444846180856,0.0556162292662695,-0.0371189335336853,-0.0117465550641017,-0.0624777838191862,-0.00728555026699711,-0.00729875387992319,0.0602869553257649,0.00696773111199704
"169",-0.00686433621703201,-0.0516217697010508,0.00824871573184349,-0.0225873705012468,0.051533938993612,0.0316146548042107,-0.0504314181118262,0.00447232621575104,0.017028476457031,-0.00588989647736899,0.0074838714793008,-0.0455400432473004,0.00210247231174375,-0.0183421892893594,-0.018149482168557,-0.010846524089506,-0.0455609297967755,0.0510587922316223,0.0454244073928842,0.0367652204821569,-0.0529973316142804,0.00126742062912107,0.0478173192787077,-0.0126461043575355,-0.0812779661518005,0.0555030724581031,-0.037076074691025,-0.0116438185677496,-0.0627570105079732,-0.007198898749178,-0.00740471232297408,0.0601792729849777,0.00675049305895576
"170",-0.0067758502750986,-0.0517235541467431,0.00828187308878124,-0.0226239301328668,0.0516132190161613,0.0315923735113148,-0.0505239855738079,0.00451576587255761,0.0169320829278493,-0.00598463705332846,0.00747731020510943,-0.0455455347398399,0.0019909119144719,-0.0182939011116205,-0.0181200629008658,-0.0109687038545651,-0.0455594027906268,0.0511110140479761,0.0453383918759975,0.0366928603686671,-0.0529381635756469,0.00133469911949618,0.0477470763549482,-0.0125447628829563,-0.081321440877133,0.0555644601101253,-0.0371259843899257,-0.0117066647741907,-0.0626911986039192,-0.00724635633611278,-0.00739034203325911,0.0602378806314413,0.00688201644079982
"171",-0.00658332297457142,-0.0518669386011154,0.00835397395126427,-0.0227782037801686,0.0517885395536291,0.0315939770279149,-0.0507679992268456,0.00458588770250416,0.0167213049138524,-0.00619966913320111,0.00747029180327675,-0.0455803982933549,0.00174655307012898,-0.0181723529908747,-0.0180262101518362,-0.0112522211898732,-0.0455798619068794,0.0512184897360246,0.0451748323756897,0.0365085476467779,-0.0527652775631046,0.00139248349763674,0.047598117236248,-0.0123242166516766,-0.0813901367595475,0.0556958251307848,-0.0372097066603939,-0.0118154985423227,-0.0624839409924624,-0.00733899291267269,-0.00731877710891284,0.0603632776272459,0.00713770219541613
